"id","parametre_id","nom","alteration_id","nom","valeur","libelle","borne_inf_incluse","borne_sup_incluse","borne_inf","borne_sup","unite_mesure_code","libelle","norme"
"10497","1305","Matières en suspension","13","PAES","1","Bleu","t","f","\N","2","162","milligramme par litre","SEQ"
"10498","1305","Matières en suspension","13","PAES","2","Vert","t","f","2","25","162","milligramme par litre","SEQ"
"10499","1305","Matières en suspension","13","PAES","3","Jaune","t","f","25","38","162","milligramme par litre","SEQ"
"10500","1305","Matières en suspension","13","PAES","4","Orange","t","f","38","50","162","milligramme par litre","SEQ"
"10501","1305","Matières en suspension","13","PAES","5","Rouge","t","f","50","\N","162","milligramme par litre","SEQ"
"10502","1295","Turbidité Formazine Néphélométrique","13","PAES","1","Bleu","t","f","\N","1","233","nephelometric turbidity unit","SEQ"
"10503","1295","Turbidité Formazine Néphélométrique","13","PAES","2","Vert","t","f","1","35","233","nephelometric turbidity unit","SEQ"
"10504","1295","Turbidité Formazine Néphélométrique","13","PAES","3","Jaune","t","f","35","70","233","nephelometric turbidity unit","SEQ"
"10505","1295","Turbidité Formazine Néphélométrique","13","PAES","4","Orange","t","f","70","100","233","nephelometric turbidity unit","SEQ"
"10506","1295","Turbidité Formazine Néphélométrique","13","PAES","5","Rouge","t","f","100","\N","233","nephelometric turbidity unit","SEQ"
"10507","1303","Conductivité à 25°C","14","MINE","5","Rouge","f","t","\N","0","147","microSiemens par centimètre","SEQ"
"10508","1303","Conductivité à 25°C","14","MINE","4","Orange","f","t","0","60","147","microSiemens par centimètre","SEQ"
"10509","1303","Conductivité à 25°C","14","MINE","3","Jaune","f","t","60","120","147","microSiemens par centimètre","SEQ"
"10510","1303","Conductivité à 25°C","14","MINE","2","Vert","f","t","120","180","147","microSiemens par centimètre","SEQ"
"10511","1303","Conductivité à 25°C","14","MINE","1","Bleu","f","f","180","2500","147","microSiemens par centimètre","SEQ"
"10512","1303","Conductivité à 25°C","14","MINE","2","Vert","t","f","2500","3000","147","microSiemens par centimètre","SEQ"
"10513","1303","Conductivité à 25°C","14","MINE","3","Jaune","t","f","3000","3500","147","microSiemens par centimètre","SEQ"
"10514","1303","Conductivité à 25°C","14","MINE","4","Orange","t","f","3500","4000","147","microSiemens par centimètre","SEQ"
"10515","1303","Conductivité à 25°C","14","MINE","5","Rouge","t","f","4000","\N","147","microSiemens par centimètre","SEQ"
"10545","1347","Titre alcalimétrique complet (T.A.C.)","14","MINE","5","Rouge","f","t","\N","0","28","degré français","SEQ"
"10546","1347","Titre alcalimétrique complet (T.A.C.)","14","MINE","4","Orange","f","t","0","3","28","degré français","SEQ"
"10547","1347","Titre alcalimétrique complet (T.A.C.)","14","MINE","3","Jaune","f","t","3","5","28","degré français","SEQ"
"10548","1347","Titre alcalimétrique complet (T.A.C.)","14","MINE","2","Vert","f","t","5","8","28","degré français","SEQ"
"10549","1347","Titre alcalimétrique complet (T.A.C.)","14","MINE","1","Bleu","f","f","8","40","28","degré français","SEQ"
"10550","1347","Titre alcalimétrique complet (T.A.C.)","14","MINE","2","Vert","t","f","40","58","28","degré français","SEQ"
"10551","1347","Titre alcalimétrique complet (T.A.C.)","14","MINE","3","Jaune","t","f","58","75","28","degré français","SEQ"
"10516","1337","Chlorures","14","MINE","1","Bleu","f","t","\N","50","162","milligramme par litre","SEQ"
"10517","1337","Chlorures","14","MINE","2","Vert","f","t","50","100","162","milligramme par litre","SEQ"
"10518","1337","Chlorures","14","MINE","3","Jaune","f","t","100","150","162","milligramme par litre","SEQ"
"10519","1337","Chlorures","14","MINE","4","Orange","f","t","150","200","162","milligramme par litre","SEQ"
"10520","1337","Chlorures","14","MINE","5","Rouge","f","t","200","\N","162","milligramme par litre","SEQ"
"10521","1338","Sulfates","14","MINE","1","Bleu","f","t","\N","60","162","milligramme par litre","SEQ"
"10522","1338","Sulfates","14","MINE","2","Vert","f","t","60","120","162","milligramme par litre","SEQ"
"10523","1338","Sulfates","14","MINE","3","Jaune","f","t","120","190","162","milligramme par litre","SEQ"
"10524","1338","Sulfates","14","MINE","4","Orange","f","t","190","250","162","milligramme par litre","SEQ"
"10525","1338","Sulfates","14","MINE","5","Rouge","f","t","250","\N","162","milligramme par litre","SEQ"
"10477","1339","Nitrites","10","AZOT","1","Bleu","t","f","\N","0.029999999999999999","162","milligramme par litre","SEQ"
"10478","1339","Nitrites","10","AZOT","2","Vert","t","f","0.029999999999999999","0.29999999999999999","162","milligramme par litre","SEQ"
"10479","1339","Nitrites","10","AZOT","3","Jaune","t","f","0.29999999999999999","0.5","162","milligramme par litre","SEQ"
"10480","1339","Nitrites","10","AZOT","4","Orange","t","f","0.5","1","162","milligramme par litre","SEQ"
"10481","1339","Nitrites","10","AZOT","5","Rouge","t","f","1","\N","162","milligramme par litre","SEQ"
"10482","1340","Nitrates","11","NITR","1","Bleu","t","f","\N","2","162","milligramme par litre","SEQ"
"10483","1340","Nitrates","11","NITR","2","Vert","t","f","2","10","162","milligramme par litre","SEQ"
"10484","1340","Nitrates","11","NITR","3","Jaune","t","f","10","25","162","milligramme par litre","SEQ"
"10485","1340","Nitrates","11","NITR","4","Orange","t","f","25","50","162","milligramme par litre","SEQ"
"10486","1340","Nitrates","11","NITR","5","Rouge","t","f","50","\N","162","milligramme par litre","SEQ"
"10492","1350","Phosphore total","12","PHOS","1","Bleu","t","f","\N","0.050000000000000003","162","milligramme par litre","SEQ"
"10493","1350","Phosphore total","12","PHOS","2","Vert","t","f","0.050000000000000003","0.20000000000000001","162","milligramme par litre","SEQ"
"10494","1350","Phosphore total","12","PHOS","3","Jaune","t","f","0.20000000000000001","0.5","162","milligramme par litre","SEQ"
"10495","1350","Phosphore total","12","PHOS","4","Orange","t","f","0.5","1","162","milligramme par litre","SEQ"
"10496","1350","Phosphore total","12","PHOS","5","Rouge","t","f","1","\N","162","milligramme par litre","SEQ"
"10535","1372","Magnésium","14","MINE","1","Bleu","t","f","\N","50","162","milligramme par litre","SEQ"
"10536","1372","Magnésium","14","MINE","2","Vert","t","f","50","75","162","milligramme par litre","SEQ"
"10537","1372","Magnésium","14","MINE","3","Jaune","t","f","75","100","162","milligramme par litre","SEQ"
"10538","1372","Magnésium","14","MINE","4","Orange","t","f","100","400","162","milligramme par litre","SEQ"
"10539","1372","Magnésium","14","MINE","5","Rouge","t","f","400","\N","162","milligramme par litre","SEQ"
"10526","1374","Calcium","14","MINE","5","Rouge","f","t","\N","0","162","milligramme par litre","SEQ"
"10527","1374","Calcium","14","MINE","4","Orange","f","t","0","12","162","milligramme par litre","SEQ"
"10528","1374","Calcium","14","MINE","3","Jaune","f","t","12","22","162","milligramme par litre","SEQ"
"10529","1374","Calcium","14","MINE","2","Vert","f","t","22","32","162","milligramme par litre","SEQ"
"10530","1374","Calcium","14","MINE","1","Bleu","f","f","32","160","162","milligramme par litre","SEQ"
"10531","1374","Calcium","14","MINE","2","Vert","t","f","160","230","162","milligramme par litre","SEQ"
"10532","1374","Calcium","14","MINE","3","Jaune","t","f","230","300","162","milligramme par litre","SEQ"
"10533","1374","Calcium","14","MINE","4","Orange","t","f","300","500","162","milligramme par litre","SEQ"
"10540","1375","Sodium","14","MINE","1","Bleu","t","f","\N","200","162","milligramme par litre","SEQ"
"10541","1375","Sodium","14","MINE","2","Vert","t","f","200","225","162","milligramme par litre","SEQ"
"10542","1375","Sodium","14","MINE","3","Jaune","t","f","225","250","162","milligramme par litre","SEQ"
"10543","1375","Sodium","14","MINE","4","Orange","t","f","250","750","162","milligramme par litre","SEQ"
"10544","1375","Sodium","14","MINE","5","Rouge","t","f","750","\N","162","milligramme par litre","SEQ"
"10487","1433","Orthophosphates (PO4)","12","PHOS","1","Bleu","t","f","\N","0.10000000000000001","162","milligramme par litre","SEQ"
"10488","1433","Orthophosphates (PO4)","12","PHOS","2","Vert","t","f","0.10000000000000001","0.5","162","milligramme par litre","SEQ"
"10489","1433","Orthophosphates (PO4)","12","PHOS","3","Jaune","t","f","0.5","1","162","milligramme par litre","SEQ"
"10490","1433","Orthophosphates (PO4)","12","PHOS","4","Orange","t","f","1","2","162","milligramme par litre","SEQ"
"10491","1433","Orthophosphates (PO4)","12","PHOS","5","Rouge","t","f","2","\N","162","milligramme par litre","SEQ"
"10452","1841","Carbone Organique","9","MOOX","1","Bleu","t","f","\N","5","162","milligramme par litre","SEQ"
"10453","1841","Carbone Organique","9","MOOX","2","Vert","t","f","5","7","162","milligramme par litre","SEQ"
"10454","1841","Carbone Organique","9","MOOX","3","Jaune","t","f","7","10","162","milligramme par litre","SEQ"
"10455","1841","Carbone Organique","9","MOOX","4","Orange","t","f","10","15","162","milligramme par litre","SEQ"
"10456","1841","Carbone Organique","9","MOOX","5","Rouge","t","f","15","\N","162","milligramme par litre","SEQ"
"10552","1347","Titre alcalimétrique complet (T.A.C.)","14","MINE","4","Orange","t","f","75","100","28","degré français","SEQ"
"10553","1347","Titre alcalimétrique complet (T.A.C.)","14","MINE","5","Rouge","t","f","100","\N","28","degré français","SEQ"
"10554","1345","Dureté totale","14","MINE","5","Rouge","f","t","\N","0","28","degré français","SEQ"
"10555","1345","Dureté totale","14","MINE","4","Orange","f","t","0","4","28","degré français","SEQ"
"10556","1345","Dureté totale","14","MINE","3","Jaune","f","t","4","6","28","degré français","SEQ"
"10557","1345","Dureté totale","14","MINE","2","Vert","f","t","6","8","28","degré français","SEQ"
"10558","1345","Dureté totale","14","MINE","1","Bleu","f","f","8","40","28","degré français","SEQ"
"10559","1345","Dureté totale","14","MINE","2","Vert","t","f","40","70","28","degré français","SEQ"
"10560","1345","Dureté totale","14","MINE","3","Jaune","t","f","70","90","28","degré français","SEQ"
"10561","1345","Dureté totale","14","MINE","4","Orange","t","f","90","125","28","degré français","SEQ"
"10562","1345","Dureté totale","14","MINE","5","Rouge","t","f","125","\N","28","degré français","SEQ"
"10563","1447","Coliformes","15","BACT","1","Bleu","t","f","\N","50","226","nombre pour 100 millilitres","SEQ"
"10564","1447","Coliformes","15","BACT","2","Vert","t","f","50","500","226","nombre pour 100 millilitres","SEQ"
"10565","1447","Coliformes","15","BACT","3","Jaune","t","f","500","5000","226","nombre pour 100 millilitres","SEQ"
"10566","1447","Coliformes","15","BACT","4","Orange","t","f","5000","10000","226","nombre pour 100 millilitres","SEQ"
"10567","1447","Coliformes","15","BACT","5","Rouge","t","f","10000","\N","226","nombre pour 100 millilitres","SEQ"
"10568","1449","Escherichia coli (E. coli)","15","BACT","1","Bleu","t","f","\N","20","226","nombre pour 100 millilitres","SEQ"
"10569","1449","Escherichia coli (E. coli)","15","BACT","2","Vert","t","f","20","200","226","nombre pour 100 millilitres","SEQ"
"10570","1449","Escherichia coli (E. coli)","15","BACT","3","Jaune","t","f","200","2000","226","nombre pour 100 millilitres","SEQ"
"10571","1449","Escherichia coli (E. coli)","15","BACT","4","Orange","t","f","2000","20000","226","nombre pour 100 millilitres","SEQ"
"10572","1449","Escherichia coli (E. coli)","15","BACT","5","Rouge","t","f","20000","\N","226","nombre pour 100 millilitres","SEQ"
"10578","1369","Arsenic","16","MPMI","1","Bleu","t","f","\N","1","133","microgramme par litre","SEQ"
"10579","1369","Arsenic","16","MPMI","2","Vert","t","f","1","35","133","microgramme par litre","SEQ"
"10580","1369","Arsenic","16","MPMI","3","Jaune","t","f","35","70","133","microgramme par litre","SEQ"
"10581","1369","Arsenic","16","MPMI","4","Orange","t","f","70","100","133","microgramme par litre","SEQ"
"10582","1369","Arsenic","16","MPMI","5","Rouge","t","f","100","\N","133","microgramme par litre","SEQ"
"10588","1388","Cadmium","16","MPMI","1","Bleu","t","f","\N","0.0089999999999999993","133","microgramme par litre","SEQ"
"10589","1388","Cadmium","16","MPMI","2","Vert","t","f","0.0089999999999999993","0.089999999999999997","133","microgramme par litre","SEQ"
"10590","1388","Cadmium","16","MPMI","3","Jaune","t","f","0.089999999999999997","0.84999999999999998","133","microgramme par litre","SEQ"
"10591","1388","Cadmium","16","MPMI","4","Orange","t","f","0.84999999999999998","3","133","microgramme par litre","SEQ"
"10592","1388","Cadmium","16","MPMI","5","Rouge","t","f","3","\N","133","microgramme par litre","SEQ"
"10598","1389","Chrome","16","MPMI","1","Bleu","t","f","\N","0.35999999999999999","133","microgramme par litre","SEQ"
"10599","1389","Chrome","16","MPMI","2","Vert","t","f","0.35999999999999999","3.6000000000000001","133","microgramme par litre","SEQ"
"10600","1389","Chrome","16","MPMI","3","Jaune","t","f","3.6000000000000001","36","133","microgramme par litre","SEQ"
"10601","1389","Chrome","16","MPMI","4","Orange","t","f","36","50","133","microgramme par litre","SEQ"
"10602","1389","Chrome","16","MPMI","5","Rouge","t","f","50","\N","133","microgramme par litre","SEQ"
"10608","1392","Cuivre","16","MPMI","1","Bleu","t","f","\N","0.27000000000000002","133","microgramme par litre","SEQ"
"10609","1392","Cuivre","16","MPMI","2","Vert","t","f","0.27000000000000002","2.7000000000000002","133","microgramme par litre","SEQ"
"10610","1392","Cuivre","16","MPMI","3","Jaune","t","f","2.7000000000000002","27","133","microgramme par litre","SEQ"
"10611","1392","Cuivre","16","MPMI","4","Orange","t","f","27","40","133","microgramme par litre","SEQ"
"10612","1392","Cuivre","16","MPMI","5","Rouge","t","f","40","\N","133","microgramme par litre","SEQ"
"10613","1084","Cyanures libres","16","MPMI","1","Bleu","t","f","\N","0.02","133","microgramme par litre","SEQ"
"10614","1084","Cyanures libres","16","MPMI","2","Vert","t","f","0.02","0.20000000000000001","133","microgramme par litre","SEQ"
"10615","1084","Cyanures libres","16","MPMI","3","Jaune","t","f","0.20000000000000001","2","133","microgramme par litre","SEQ"
"10616","1084","Cyanures libres","16","MPMI","4","Orange","t","f","2","240","133","microgramme par litre","SEQ"
"10617","1084","Cyanures libres","16","MPMI","5","Rouge","t","f","240","\N","133","microgramme par litre","SEQ"
"10623","1380","Etain","16","MPMI","1","Bleu","t","f","\N","1","133","microgramme par litre","SEQ"
"10624","1380","Etain","16","MPMI","2","Vert","t","f","1","10","133","microgramme par litre","SEQ"
"10625","1380","Etain","16","MPMI","3","Jaune","t","f","10","100","133","microgramme par litre","SEQ"
"10626","1380","Etain","16","MPMI","4","Orange","t","f","100","55000","133","microgramme par litre","SEQ"
"10627","1380","Etain","16","MPMI","5","Rouge","t","f","55000","\N","133","microgramme par litre","SEQ"
"10633","1387","Mercure","16","MPMI","1","Bleu","t","f","\N","0.0070000000000000001","133","microgramme par litre","SEQ"
"10634","1387","Mercure","16","MPMI","2","Vert","t","f","0.0070000000000000001","0.070000000000000007","133","microgramme par litre","SEQ"
"10635","1387","Mercure","16","MPMI","3","Jaune","t","f","0.070000000000000007","0.69999999999999996","133","microgramme par litre","SEQ"
"10636","1387","Mercure","16","MPMI","4","Orange","t","f","0.69999999999999996","1","133","microgramme par litre","SEQ"
"10637","1387","Mercure","16","MPMI","5","Rouge","t","f","1","\N","133","microgramme par litre","SEQ"
"10643","1386","Nickel","16","MPMI","1","Bleu","t","f","\N","1.2","133","microgramme par litre","SEQ"
"10644","1386","Nickel","16","MPMI","2","Vert","t","f","1.2","12","133","microgramme par litre","SEQ"
"10645","1386","Nickel","16","MPMI","3","Jaune","t","f","12","26","133","microgramme par litre","SEQ"
"10646","1386","Nickel","16","MPMI","4","Orange","t","f","26","40","133","microgramme par litre","SEQ"
"10647","1386","Nickel","16","MPMI","5","Rouge","t","f","40","\N","133","microgramme par litre","SEQ"
"10653","1382","Plomb","16","MPMI","1","Bleu","t","f","\N","1","133","microgramme par litre","SEQ"
"10654","1382","Plomb","16","MPMI","2","Vert","t","f","1","10","133","microgramme par litre","SEQ"
"10655","1382","Plomb","16","MPMI","3","Jaune","t","f","10","30","133","microgramme par litre","SEQ"
"10656","1382","Plomb","16","MPMI","4","Orange","t","f","30","50","133","microgramme par litre","SEQ"
"10657","1382","Plomb","16","MPMI","5","Rouge","t","f","50","\N","133","microgramme par litre","SEQ"
"10618","1380","Etain","16","MPMI","1","Bleu","t","f","\N","1","133","microgramme par litre","SEQ"
"10619","1380","Etain","16","MPMI","2","Vert","t","f","1","10","133","microgramme par litre","SEQ"
"10620","1380","Etain","16","MPMI","3","Jaune","t","f","10","100","133","microgramme par litre","SEQ"
"10621","1380","Etain","16","MPMI","4","Orange","t","f","100","55000","133","microgramme par litre","SEQ"
"10622","1380","Etain","16","MPMI","5","Rouge","t","f","55000","\N","133","microgramme par litre","SEQ"
"10648","1382","Plomb","16","MPMI","1","Bleu","t","f","\N","1","133","microgramme par litre","SEQ"
"10649","1382","Plomb","16","MPMI","2","Vert","t","f","1","10","133","microgramme par litre","SEQ"
"10650","1382","Plomb","16","MPMI","3","Jaune","t","f","10","30","133","microgramme par litre","SEQ"
"10651","1382","Plomb","16","MPMI","4","Orange","t","f","30","50","133","microgramme par litre","SEQ"
"10658","1383","Zinc","16","MPMI","1","Bleu","t","f","\N","1.3999999999999999","133","microgramme par litre","SEQ"
"10638","1386","Nickel","16","MPMI","1","Bleu","t","f","\N","1.2","133","microgramme par litre","SEQ"
"10639","1386","Nickel","16","MPMI","2","Vert","t","f","1.2","12","133","microgramme par litre","SEQ"
"10640","1386","Nickel","16","MPMI","3","Jaune","t","f","12","26","133","microgramme par litre","SEQ"
"10641","1386","Nickel","16","MPMI","4","Orange","t","f","26","40","133","microgramme par litre","SEQ"
"10642","1386","Nickel","16","MPMI","5","Rouge","t","f","40","\N","133","microgramme par litre","SEQ"
"10628","1387","Mercure","16","MPMI","1","Bleu","t","f","\N","0.0070000000000000001","133","microgramme par litre","SEQ"
"10629","1387","Mercure","16","MPMI","2","Vert","t","f","0.0070000000000000001","0.070000000000000007","133","microgramme par litre","SEQ"
"10630","1387","Mercure","16","MPMI","3","Jaune","t","f","0.070000000000000007","0.69999999999999996","133","microgramme par litre","SEQ"
"10631","1387","Mercure","16","MPMI","4","Orange","t","f","0.69999999999999996","1","133","microgramme par litre","SEQ"
"10632","1387","Mercure","16","MPMI","5","Rouge","t","f","1","\N","133","microgramme par litre","SEQ"
"10583","1388","Cadmium","16","MPMI","1","Bleu","t","f","\N","0.0089999999999999993","133","microgramme par litre","SEQ"
"10584","1388","Cadmium","16","MPMI","2","Vert","t","f","0.0089999999999999993","0.089999999999999997","133","microgramme par litre","SEQ"
"10585","1388","Cadmium","16","MPMI","3","Jaune","t","f","0.089999999999999997","0.84999999999999998","133","microgramme par litre","SEQ"
"10586","1388","Cadmium","16","MPMI","4","Orange","t","f","0.84999999999999998","3","133","microgramme par litre","SEQ"
"10587","1388","Cadmium","16","MPMI","5","Rouge","t","f","3","\N","133","microgramme par litre","SEQ"
"10593","1389","Chrome","16","MPMI","1","Bleu","t","f","\N","0.35999999999999999","133","microgramme par litre","SEQ"
"10594","1389","Chrome","16","MPMI","2","Vert","t","f","0.35999999999999999","3.6000000000000001","133","microgramme par litre","SEQ"
"10595","1389","Chrome","16","MPMI","3","Jaune","t","f","3.6000000000000001","36","133","microgramme par litre","SEQ"
"10596","1389","Chrome","16","MPMI","4","Orange","t","f","36","50","133","microgramme par litre","SEQ"
"10603","1392","Cuivre","16","MPMI","1","Bleu","t","f","\N","0.27000000000000002","133","microgramme par litre","SEQ"
"10604","1392","Cuivre","16","MPMI","2","Vert","t","f","0.27000000000000002","2.7000000000000002","133","microgramme par litre","SEQ"
"10605","1392","Cuivre","16","MPMI","3","Jaune","t","f","2.7000000000000002","27","133","microgramme par litre","SEQ"
"10606","1392","Cuivre","16","MPMI","4","Orange","t","f","27","40","133","microgramme par litre","SEQ"
"10607","1392","Cuivre","16","MPMI","5","Rouge","t","f","40","\N","133","microgramme par litre","SEQ"
"10663","1383","Zinc","16","MPMI","1","Bleu","t","f","\N","1.3999999999999999","133","microgramme par litre","SEQ"
"10664","1383","Zinc","16","MPMI","2","Vert","t","f","1.3999999999999999","14","133","microgramme par litre","SEQ"
"10665","1383","Zinc","16","MPMI","3","Jaune","t","f","14","140","133","microgramme par litre","SEQ"
"10666","1383","Zinc","16","MPMI","4","Orange","t","f","140","330","133","microgramme par litre","SEQ"
"10667","1383","Zinc","16","MPMI","5","Rouge","t","f","330","\N","133","microgramme par litre","SEQ"
"10668","2522","2,4-D-ester","17","PEST","1","Bleu","t","f","\N","1.0000000000000001e-05","133","microgramme par litre","SEQ"
"10669","2522","2,4-D-ester","17","PEST","2","Vert","t","f","1.0000000000000001e-05","0.0001","133","microgramme par litre","SEQ"
"10670","2522","2,4-D-ester","17","PEST","3","Jaune","t","f","0.0001","0.001","133","microgramme par litre","SEQ"
"10671","2522","2,4-D-ester","17","PEST","4","Orange","t","f","0.001","0.10000000000000001","133","microgramme par litre","SEQ"
"10672","2522","2,4-D-ester","17","PEST","5","Rouge","t","f","0.10000000000000001","\N","133","microgramme par litre","SEQ"
"10673","1212","2,4-MCPA","17","PEST","1","Bleu","t","f","\N","0.10000000000000001","133","microgramme par litre","SEQ"
"10674","1212","2,4-MCPA","17","PEST","2","Vert","t","f","0.10000000000000001","0.69999999999999996","133","microgramme par litre","SEQ"
"10675","1212","2,4-MCPA","17","PEST","3","Jaune","t","f","0.69999999999999996","1.3999999999999999","133","microgramme par litre","SEQ"
"10676","1212","2,4-MCPA","17","PEST","4","Orange","t","f","1.3999999999999999","2","133","microgramme par litre","SEQ"
"10677","1212","2,4-MCPA","17","PEST","5","Rouge","t","f","2","\N","133","microgramme par litre","SEQ"
"10678","1688","Aclonifène","17","PEST","1","Bleu","t","f","\N","0.0070000000000000001","133","microgramme par litre","SEQ"
"10679","1688","Aclonifène","17","PEST","2","Vert","t","f","0.0070000000000000001","0.070000000000000007","133","microgramme par litre","SEQ"
"10680","1688","Aclonifène","17","PEST","3","Jaune","t","f","0.070000000000000007","0.69999999999999996","133","microgramme par litre","SEQ"
"10681","1688","Aclonifène","17","PEST","4","Orange","t","f","0.69999999999999996","2","133","microgramme par litre","SEQ"
"10682","1688","Aclonifène","17","PEST","5","Rouge","t","f","2","\N","133","microgramme par litre","SEQ"
"10683","1101","Alachlore","17","PEST","1","Bleu","t","f","\N","0.10000000000000001","133","microgramme par litre","SEQ"
"10684","1101","Alachlore","17","PEST","2","Vert","t","f","0.10000000000000001","0.69999999999999996","133","microgramme par litre","SEQ"
"10685","1101","Alachlore","17","PEST","3","Jaune","t","f","0.69999999999999996","1.3999999999999999","133","microgramme par litre","SEQ"
"10686","1101","Alachlore","17","PEST","4","Orange","t","f","1.3999999999999999","2","133","microgramme par litre","SEQ"
"10687","1101","Alachlore","17","PEST","5","Rouge","t","f","2","\N","133","microgramme par litre","SEQ"
"10688","1102","Aldicarbe","17","PEST","1","Bleu","t","f","\N","0.0050000000000000001","133","microgramme par litre","SEQ"
"10689","1102","Aldicarbe","17","PEST","2","Vert","t","f","0.0050000000000000001","0.050000000000000003","133","microgramme par litre","SEQ"
"10690","1102","Aldicarbe","17","PEST","3","Jaune","t","f","0.050000000000000003","0.5","133","microgramme par litre","SEQ"
"10691","1102","Aldicarbe","17","PEST","4","Orange","t","f","0.5","2","133","microgramme par litre","SEQ"
"10692","1102","Aldicarbe","17","PEST","5","Rouge","t","f","2","\N","133","microgramme par litre","SEQ"
"10693","1103","Aldrine","17","PEST","1","Bleu","t","f","\N","0.001","133","microgramme par litre","SEQ"
"10694","1103","Aldrine","17","PEST","2","Vert","t","f","0.001","0.050000000000000003","133","microgramme par litre","SEQ"
"10695","1103","Aldrine","17","PEST","3","Jaune","t","f","0.050000000000000003","0.20000000000000001","133","microgramme par litre","SEQ"
"10696","1103","Aldrine","17","PEST","4","Orange","t","f","0.20000000000000001","1","133","microgramme par litre","SEQ"
"10697","1103","Aldrine","17","PEST","5","Rouge","t","f","1","\N","133","microgramme par litre","SEQ"
"10698","1105","Aminotriazole","17","PEST","1","Bleu","t","f","\N","0.10000000000000001","133","microgramme par litre","SEQ"
"10699","1105","Aminotriazole","17","PEST","2","Vert","t","f","0.10000000000000001","0.69999999999999996","133","microgramme par litre","SEQ"
"10700","1105","Aminotriazole","17","PEST","3","Jaune","t","f","0.69999999999999996","1.3999999999999999","133","microgramme par litre","SEQ"
"10701","1105","Aminotriazole","17","PEST","4","Orange","t","f","1.3999999999999999","2","133","microgramme par litre","SEQ"
"10702","1105","Aminotriazole","17","PEST","5","Rouge","t","f","2","\N","133","microgramme par litre","SEQ"
"10703","1107","Atrazine","17","PEST","1","Bleu","t","f","\N","0.02","133","microgramme par litre","SEQ"
"10704","1107","Atrazine","17","PEST","2","Vert","t","f","0.02","0.20000000000000001","133","microgramme par litre","SEQ"
"10705","1107","Atrazine","17","PEST","3","Jaune","t","f","0.20000000000000001","1","133","microgramme par litre","SEQ"
"10706","1107","Atrazine","17","PEST","4","Orange","t","f","1","2","133","microgramme par litre","SEQ"
"10707","1107","Atrazine","17","PEST","5","Rouge","t","f","2","\N","133","microgramme par litre","SEQ"
"10708","1108","Atrazine déséthyl","17","PEST","1","Bleu","t","f","\N","0.02","133","microgramme par litre","SEQ"
"10709","1108","Atrazine déséthyl","17","PEST","2","Vert","t","f","0.02","0.20000000000000001","133","microgramme par litre","SEQ"
"10710","1108","Atrazine déséthyl","17","PEST","3","Jaune","t","f","0.20000000000000001","1","133","microgramme par litre","SEQ"
"10711","1108","Atrazine déséthyl","17","PEST","4","Orange","t","f","1","2","133","microgramme par litre","SEQ"
"10712","1108","Atrazine déséthyl","17","PEST","5","Rouge","t","f","2","\N","133","microgramme par litre","SEQ"
"10713","1113","Bentazone","17","PEST","1","Bleu","t","f","\N","0.10000000000000001","133","microgramme par litre","SEQ"
"10714","1113","Bentazone","17","PEST","2","Vert","t","f","0.10000000000000001","0.69999999999999996","133","microgramme par litre","SEQ"
"10715","1113","Bentazone","17","PEST","3","Jaune","t","f","0.69999999999999996","1.3999999999999999","133","microgramme par litre","SEQ"
"10716","1113","Bentazone","17","PEST","4","Orange","t","f","1.3999999999999999","2","133","microgramme par litre","SEQ"
"10717","1113","Bentazone","17","PEST","5","Rouge","t","f","2","\N","133","microgramme par litre","SEQ"
"10718","1119","Bifénox","17","PEST","1","Bleu","t","f","\N","0.0070000000000000001","133","microgramme par litre","SEQ"
"10719","1119","Bifénox","17","PEST","2","Vert","t","f","0.0070000000000000001","0.070000000000000007","133","microgramme par litre","SEQ"
"10720","1119","Bifénox","17","PEST","3","Jaune","t","f","0.070000000000000007","0.69999999999999996","133","microgramme par litre","SEQ"
"10721","1119","Bifénox","17","PEST","4","Orange","t","f","0.69999999999999996","2","133","microgramme par litre","SEQ"
"10722","1119","Bifénox","17","PEST","5","Rouge","t","f","2","\N","133","microgramme par litre","SEQ"
"10723","1128","Captane","17","PEST","1","Bleu","t","f","\N","0.10000000000000001","133","microgramme par litre","SEQ"
"10724","1128","Captane","17","PEST","2","Vert","t","f","0.10000000000000001","0.69999999999999996","133","microgramme par litre","SEQ"
"10725","1128","Captane","17","PEST","3","Jaune","t","f","0.69999999999999996","1.3999999999999999","133","microgramme par litre","SEQ"
"10726","1128","Captane","17","PEST","4","Orange","t","f","1.3999999999999999","2","133","microgramme par litre","SEQ"
"10727","1128","Captane","17","PEST","5","Rouge","t","f","2","\N","133","microgramme par litre","SEQ"
"10728","1129","Carbendazime","17","PEST","1","Bleu","t","f","\N","0.00069999999999999999","133","microgramme par litre","SEQ"
"10729","1129","Carbendazime","17","PEST","2","Vert","t","f","0.00069999999999999999","0.0070000000000000001","133","microgramme par litre","SEQ"
"10730","1129","Carbendazime","17","PEST","3","Jaune","t","f","0.0070000000000000001","0.070000000000000007","133","microgramme par litre","SEQ"
"10731","1129","Carbendazime","17","PEST","4","Orange","t","f","0.070000000000000007","2","133","microgramme par litre","SEQ"
"10732","1129","Carbendazime","17","PEST","5","Rouge","t","f","2","\N","133","microgramme par litre","SEQ"
"10733","1130","Carbofuran","17","PEST","1","Bleu","t","f","\N","0.0015","133","microgramme par litre","SEQ"
